,PULocationID,DOLocationID,passenger_count,trip_distance,fare_amount,extra,mta_tax,tip_amount,tolls_amount,total_amount,payment_type,trip_type,congestion_surcharge,cbd_congestion_fee,trip_duration_minutes,pickup_hour,pickup_day,pickup_month
12375,97,133,1.0,4.1,20.5,2.5,0.5,4.9,0.0,29.4,1.0,1.0,0.0,0.0,14.866666666666667,19,Thursday,1
12376,75,42,1.0,1.62,10.7,2.5,0.5,2.2,0.0,16.9,1.0,1.0,0.0,0.0,9.066666666666666,19,Thursday,1
12377,65,62,1.0,2.43,15.6,2.5,0.5,0.0,0.0,19.6,2.0,1.0,0.0,0.0,15.166666666666666,19,Thursday,1
12379,65,61,1.0,1.7,11.4,2.5,0.5,0.0,0.0,15.4,2.0,1.0,0.0,0.0,11.133333333333333,19,Thursday,1
12381,82,83,1.0,1.49,12.1,2.5,0.5,0.02,0.0,16.12,1.0,1.0,0.0,0.0,10.533333333333333,19,Thursday,1
12384,95,197,1.0,2.03,12.8,2.5,0.5,0.0,0.0,16.8,2.0,1.0,0.0,0.0,10.8,19,Thursday,1
12385,75,74,1.0,1.31,7.9,2.5,0.5,0.0,0.0,11.9,2.0,1.0,0.0,0.0,4.95,19,Thursday,1
12386,75,263,1.0,1.64,10.0,2.5,0.5,3.35,0.0,20.1,1.0,1.0,2.75,0.0,8.4,19,Thursday,1
12388,65,49,1.0,1.21,9.3,2.5,0.5,1.0,0.0,14.3,1.0,1.0,0.0,0.0,7.883333333333334,19,Thursday,1
12389,65,25,1.0,1.42,10.0,2.5,0.5,2.8,0.0,16.8,1.0,1.0,0.0,0.0,6.966666666666667,19,Thursday,1
12390,25,49,1.0,2.6,14.2,2.5,0.5,4.55,0.0,25.25,1.0,1.0,0.0,0.0,9.2,19,Thursday,1
12391,43,236,1.0,0.7,7.2,2.5,0.5,2.79,0.0,16.74,1.0,1.0,2.75,0.0,6.166666666666667,19,Thursday,1
12392,43,141,1.0,1.78,10.0,2.5,0.5,3.35,0.0,20.1,1.0,1.0,2.75,0.0,7.45,19,Thursday,1
12393,75,239,1.0,1.93,10.0,2.5,0.5,3.35,0.0,20.1,1.0,1.0,2.75,0.0,6.3,19,Thursday,1
12394,97,181,1.0,1.88,12.1,2.5,0.5,3.22,0.0,19.32,1.0,1.0,0.0,0.0,10.25,19,Thursday,1
12396,74,75,1.0,1.44,9.3,2.5,0.5,2.66,0.0,15.96,1.0,1.0,0.0,0.0,6.7,19,Thursday,1
12397,74,43,1.0,1.05,7.9,2.5,0.5,2.98,0.0,14.88,1.0,1.0,0.0,0.0,5.366666666666666,19,Thursday,1
12400,74,236,1.0,1.72,10.7,2.5,0.5,3.49,0.0,20.94,1.0,1.0,2.75,0.0,7.816666666666666,19,Thursday,1
12401,74,141,1.0,2.82,15.6,2.5,0.5,5.59,0.0,27.94,1.0,1.0,2.75,0.0,13.183333333333334,19,Thursday,1
12402,43,142,1.0,2.83,16.3,2.5,0.5,4.61,0.0,27.66,1.0,1.0,2.75,0.0,14.616666666666667,19,Thursday,1
12403,41,24,1.0,0.64,6.5,2.5,0.5,0.0,0.0,10.5,2.0,1.0,0.0,0.0,4.25,19,Thursday,1
12404,43,74,1.0,0.77,7.2,2.5,0.5,0.0,0.0,11.2,2.0,1.0,0.0,0.0,5.3,19,Thursday,1
12407,193,69,1.0,0.0,27.5,0.0,1.5,0.0,6.94,35.94,1.0,1.0,0.0,0.0,24.7,19,Thursday,1
12408,75,151,1.0,0.77,6.5,2.5,0.5,1.58,0.0,12.08,1.0,1.0,0.0,0.0,3.9,19,Thursday,1
12409,43,48,1.0,3.84,25.4,2.5,0.5,4.0,0.0,36.9,1.0,1.0,2.75,0.75,25.7,19,Thursday,1
12410,83,157,1.0,0.78,15.0,0.0,0.0,3.2,0.0,19.2,1.0,2.0,0.0,0.0,4.416666666666667,19,Thursday,1
12412,41,74,1.0,1.32,9.3,2.5,0.5,2.66,0.0,15.96,1.0,1.0,0.0,0.0,7.833333333333333,19,Thursday,1
12413,74,75,1.0,1.81,14.2,2.5,0.5,3.64,0.0,21.84,1.0,1.0,0.0,0.0,14.2,19,Thursday,1
12414,82,70,1.0,1.83,14.2,2.5,0.5,3.64,0.0,21.84,1.0,1.0,0.0,0.0,14.05,18,Thursday,1
12415,75,224,1.0,5.17,24.7,2.5,0.5,4.0,0.0,36.2,1.0,1.0,2.75,0.75,17.75,19,Thursday,1
12416,75,74,1.0,1.54,9.3,2.5,0.5,0.0,0.0,13.3,2.0,1.0,0.0,0.0,6.25,19,Thursday,1
12417,75,75,1.0,0.92,10.0,2.5,0.5,2.8,0.0,16.8,1.0,1.0,0.0,0.0,9.116666666666667,19,Thursday,1
12418,75,263,1.0,1.37,9.3,2.5,0.5,3.21,0.0,19.26,1.0,1.0,2.75,0.0,7.15,19,Thursday,1
12419,236,238,1.0,1.15,8.6,2.5,0.5,2.52,0.0,15.12,1.0,1.0,0.0,0.0,6.683333333333334,19,Thursday,1
12420,75,236,1.0,1.04,7.2,2.5,0.5,2.79,0.0,16.74,1.0,1.0,2.75,0.0,5.283333333333333,19,Thursday,1
12421,75,43,1.0,3.02,17.7,2.5,0.5,0.0,0.0,25.2,1.0,1.0,2.75,0.75,21.716666666666665,19,Thursday,1
12422,74,263,1.0,2.6,15.6,2.5,0.5,3.0,0.0,25.35,1.0,1.0,2.75,0.0,13.183333333333334,19,Thursday,1
12423,43,239,1.0,2.02,13.5,2.5,0.5,4.05,0.0,24.3,1.0,1.0,2.75,0.0,12.516666666666667,19,Thursday,1
12425,92,92,1.0,0.84,8.6,2.5,0.5,1.26,0.0,13.86,1.0,1.0,0.0,0.0,7.683333333333334,19,Thursday,1
12427,95,83,1.0,3.0,19.1,2.5,0.5,4.62,0.0,27.72,1.0,1.0,0.0,0.0,16.216666666666665,19,Thursday,1
12428,134,28,1.0,0.97,7.9,2.5,0.5,2.98,0.0,14.88,1.0,1.0,0.0,0.0,5.9,19,Thursday,1
12429,210,210,1.0,1.57,17.0,2.5,0.5,4.2,0.0,25.2,1.0,1.0,0.0,0.0,18.666666666666668,19,Thursday,1
12430,74,151,1.0,2.02,12.1,2.5,0.5,4.02,0.0,20.12,1.0,1.0,0.0,0.0,11.15,18,Thursday,1
12431,41,127,1.0,5.17,24.7,2.5,0.5,0.0,0.0,28.7,2.0,1.0,0.0,0.0,16.8,19,Thursday,1
12432,82,82,1.0,0.01,26.1,2.5,0.5,0.0,0.0,30.1,2.0,1.0,0.0,0.0,33.03333333333333,19,Thursday,1
12433,82,129,1.0,1.56,11.4,2.5,0.5,1.0,0.0,16.4,1.0,1.0,0.0,0.0,10.9,19,Thursday,1
12434,33,40,1.0,0.96,7.2,2.5,0.5,2.24,0.0,13.44,1.0,1.0,0.0,0.0,5.283333333333333,19,Thursday,1
12435,74,142,1.0,3.84,20.5,2.5,0.5,6.81,0.0,34.06,1.0,1.0,2.75,0.0,17.783333333333335,19,Thursday,1
12436,95,95,1.0,1.0,7.2,2.5,0.5,2.8,0.0,14.0,1.0,1.0,0.0,0.0,5.4,19,Thursday,1
12437,65,228,1.0,4.2,19.8,2.5,1.5,4.75,0.0,28.55,1.0,1.0,0.0,0.0,17.583333333333332,19,Thursday,1
12438,95,134,1.0,1.48,9.3,2.5,0.5,2.66,0.0,15.96,1.0,1.0,0.0,0.0,6.65,19,Thursday,1
12441,97,177,1.0,4.52,26.1,1.0,0.5,0.0,0.0,28.6,2.0,1.0,0.0,0.0,25.7,20,Thursday,1
12444,129,129,1.0,3.15,17.0,1.0,0.5,0.0,0.0,19.5,2.0,1.0,0.0,0.0,13.2,20,Thursday,1
12445,65,97,1.0,0.9,7.2,1.0,1.5,5.0,0.0,14.7,1.0,1.0,0.0,0.0,5.9,20,Thursday,1
12447,43,151,1.0,1.59,10.0,1.0,0.5,2.5,0.0,15.0,1.0,1.0,0.0,0.0,7.266666666666667,20,Thursday,1
12448,75,236,1.0,0.87,7.2,1.0,0.5,1.0,0.0,13.45,1.0,1.0,2.75,0.0,4.616666666666666,20,Thursday,1
12449,74,236,1.0,1.89,10.7,1.0,0.5,0.0,0.0,15.95,2.0,1.0,2.75,0.0,8.333333333333334,20,Thursday,1
12451,75,75,1.0,0.9,7.2,1.0,1.5,1.0,0.0,10.7,1.0,1.0,0.0,0.0,5.433333333333334,20,Thursday,1
12452,75,24,1.0,1.2,8.6,1.0,1.5,2.2,0.0,13.3,1.0,1.0,0.0,0.0,5.433333333333334,20,Thursday,1
12456,166,151,1.0,0.87,7.9,1.0,0.5,0.0,0.0,10.4,2.0,1.0,0.0,0.0,9.133333333333333,20,Thursday,1
12457,75,74,1.0,1.54,9.3,1.0,0.5,0.0,0.0,11.8,2.0,1.0,0.0,0.0,6.25,20,Thursday,1
12459,41,166,1.0,1.03,7.9,1.0,0.5,1.56,0.0,11.96,1.0,1.0,0.0,0.0,6.266666666666667,20,Thursday,1
12460,24,143,1.0,2.57,18.4,1.0,0.5,0.0,0.0,23.65,1.0,1.0,2.75,0.0,18.316666666666666,20,Thursday,1
12463,82,56,1.0,0.71,7.2,1.0,0.5,2.42,0.0,12.12,1.0,1.0,0.0,0.0,5.666666666666667,20,Thursday,1
12464,223,223,1.0,0.72,6.5,1.0,0.5,0.0,0.0,9.0,1.0,1.0,0.0,0.0,4.05,20,Thursday,1
12465,75,141,1.0,1.92,14.2,1.0,0.5,4.86,0.0,24.31,1.0,1.0,2.75,0.0,12.783333333333333,21,Thursday,1
12466,65,66,1.0,0.0,6.5,2.5,0.5,1.9,0.0,11.4,1.0,1.0,0.0,0.0,5.95,20,Thursday,1
12467,65,52,1.0,0.0,10.7,2.5,1.5,2.9,0.0,17.6,1.0,1.0,0.0,0.0,11.75,20,Thursday,1
12468,95,95,1.0,1.04,7.2,1.0,0.5,0.0,0.0,9.7,1.0,1.0,0.0,0.0,4.966666666666667,20,Thursday,1
12469,95,196,1.0,1.15,9.3,1.0,0.5,4.4,0.0,16.2,1.0,1.0,0.0,0.0,6.8,20,Thursday,1
12470,43,163,1.0,2.28,13.5,1.0,0.5,4.88,0.0,24.38,1.0,1.0,2.75,0.75,11.7,20,Thursday,1
12473,210,210,1.0,1.5,9.3,1.0,1.5,0.0,0.0,11.8,1.0,1.0,0.0,0.0,6.65,20,Thursday,1
12474,75,42,1.0,1.85,11.4,1.0,0.5,2.78,0.0,16.68,1.0,1.0,0.0,0.0,9.366666666666667,20,Thursday,1
12475,41,166,1.0,1.19,10.0,1.0,0.5,3.12,0.0,15.62,1.0,1.0,0.0,0.0,8.1,20,Thursday,1
12477,74,237,1.0,2.97,17.0,1.0,0.5,3.0,0.0,25.25,1.0,1.0,2.75,0.0,14.75,20,Thursday,1
12479,75,262,1.0,1.8,11.4,3.75,1.5,3.3,0.0,19.95,1.0,1.0,2.75,0.0,9.25,20,Thursday,1
12480,43,236,1.0,0.8,5.8,3.75,1.5,2.2,0.0,13.25,1.0,1.0,2.75,0.0,2.95,20,Thursday,1
12483,75,42,1.0,2.17,12.1,1.0,0.5,0.0,0.0,14.6,1.0,1.0,0.0,0.0,9.733333333333333,20,Thursday,1
12485,97,97,1.0,1.56,12.1,1.0,0.5,2.92,0.0,17.52,1.0,1.0,0.0,0.0,10.366666666666667,20,Thursday,1
12486,134,134,1.0,0.49,5.1,1.0,0.5,0.0,0.0,7.6,2.0,1.0,0.0,0.0,2.966666666666667,20,Thursday,1
12487,95,95,1.0,0.77,7.2,1.0,0.5,1.94,0.0,11.64,1.0,1.0,0.0,0.0,5.466666666666667,20,Thursday,1
12488,210,210,1.0,0.89,7.2,1.0,0.5,0.01,0.0,9.71,1.0,1.0,0.0,0.0,5.25,20,Thursday,1
12489,97,49,1.0,1.27,9.3,1.0,0.5,2.36,0.0,14.16,1.0,1.0,0.0,0.0,8.116666666666667,20,Thursday,1
12490,65,25,1.0,0.55,7.2,1.0,0.5,2.91,0.0,12.61,1.0,1.0,0.0,0.0,5.616666666666666,20,Thursday,1
12491,65,181,1.0,1.13,10.7,1.0,0.5,1.5,0.0,14.7,1.0,1.0,0.0,0.0,11.6,20,Thursday,1
12493,82,129,1.0,0.86,7.9,1.0,0.5,2.0,0.0,12.4,1.0,1.0,0.0,0.0,6.55,20,Thursday,1
12494,129,260,1.0,0.86,7.2,1.0,0.5,1.94,0.0,11.64,1.0,1.0,0.0,0.0,5.816666666666666,20,Thursday,1
12495,65,61,1.0,1.94,12.8,1.0,0.5,3.06,0.0,18.36,1.0,1.0,0.0,0.0,12.2,20,Thursday,1
12497,7,179,1.0,0.83,7.9,1.0,0.5,1.0,0.0,11.4,1.0,1.0,0.0,0.0,7.133333333333334,20,Thursday,1
12499,65,49,1.0,1.61,12.8,1.0,0.5,3.06,0.0,18.36,1.0,1.0,0.0,0.0,12.666666666666666,20,Thursday,1
12500,159,47,1.0,2.69,14.9,1.0,0.5,3.48,0.0,20.88,1.0,1.0,0.0,0.0,12.116666666666667,20,Thursday,1
12501,82,83,1.0,1.2,9.3,1.0,0.5,0.0,0.0,11.8,2.0,1.0,0.0,0.0,7.483333333333333,20,Thursday,1
12502,75,74,1.0,1.84,12.8,1.0,0.5,0.0,0.0,15.3,2.0,1.0,0.0,0.0,13.333333333333334,20,Thursday,1
12503,74,263,1.0,2.18,14.2,1.0,0.5,3.0,0.0,22.45,1.0,1.0,2.75,0.0,12.383333333333333,20,Thursday,1
12504,74,151,1.0,2.29,14.9,1.0,0.5,0.0,0.0,17.4,1.0,1.0,0.0,0.0,14.133333333333333,20,Thursday,1
12505,181,49,1.0,0.97,7.2,1.0,0.5,2.42,0.0,12.12,1.0,1.0,0.0,0.0,4.133333333333334,20,Thursday,1
12506,82,82,1.0,0.83,9.3,1.0,0.5,0.0,0.0,11.8,2.0,1.0,0.0,0.0,8.133333333333333,20,Thursday,1
12507,75,263,1.0,1.27,10.7,1.0,0.5,0.48,0.0,16.43,1.0,1.0,2.75,0.0,8.666666666666666,19,Thursday,1
12508,74,223,1.0,4.24,20.5,1.0,0.5,7.48,6.94,37.42,1.0,1.0,0.0,0.0,13.6,20,Thursday,1
12510,74,236,1.0,1.99,11.4,1.0,0.5,3.33,0.0,19.98,1.0,1.0,2.75,0.0,9.683333333333334,20,Thursday,1
12511,74,263,1.0,2.33,13.5,1.0,0.5,3.75,0.0,22.5,1.0,1.0,2.75,0.0,11.833333333333334,20,Thursday,1
12512,43,263,1.0,1.58,12.1,1.0,0.5,3.0,0.0,20.35,1.0,1.0,2.75,0.0,11.533333333333333,20,Thursday,1
12513,74,237,1.0,2.94,17.7,1.0,0.5,3.44,0.0,26.39,1.0,1.0,2.75,0.0,15.516666666666667,20,Thursday,1
12514,75,262,1.0,1.94,12.8,1.0,0.5,3.61,0.0,21.66,1.0,1.0,2.75,0.0,12.266666666666667,20,Thursday,1
12515,134,96,1.0,0.62,5.1,1.0,0.5,3.0,0.0,10.6,1.0,1.0,0.0,0.0,1.9833333333333334,20,Thursday,1
12516,129,70,1.0,1.26,21.2,1.0,0.5,0.0,0.0,23.7,2.0,1.0,0.0,0.0,26.05,20,Thursday,1
12517,75,236,1.0,0.54,5.1,1.0,0.5,2.07,0.0,12.42,1.0,1.0,2.75,0.0,3.1666666666666665,20,Thursday,1
12518,95,95,1.0,0.9,7.9,1.0,0.5,2.08,0.0,12.48,1.0,1.0,0.0,0.0,6.633333333333334,20,Thursday,1
12520,196,83,1.0,2.35,14.2,1.0,0.5,3.34,0.0,20.04,1.0,1.0,0.0,0.0,11.75,20,Thursday,1
12521,74,42,1.0,1.06,7.9,1.0,0.5,2.08,0.0,12.48,1.0,1.0,0.0,0.0,5.566666666666666,20,Thursday,1
12522,95,82,1.0,2.73,19.1,1.0,0.5,0.0,0.0,21.6,2.0,1.0,0.0,0.0,19.55,20,Thursday,1
12524,95,28,1.0,1.94,11.4,1.0,0.5,3.0,0.0,16.9,1.0,1.0,0.0,0.0,8.55,20,Thursday,1
12525,97,17,1.0,2.22,13.5,1.0,0.5,3.2,0.0,19.2,1.0,1.0,0.0,0.0,12.75,21,Thursday,1
12527,74,244,1.0,3.86,17.0,1.0,0.5,1.0,0.0,20.5,1.0,1.0,0.0,0.0,8.166666666666666,21,Thursday,1
12528,65,97,1.0,1.5,10.7,1.0,1.5,2.6,0.0,15.8,1.0,1.0,0.0,0.0,8.833333333333334,21,Thursday,1
12529,65,40,1.0,1.5,10.7,1.0,1.5,2.6,0.0,15.8,1.0,1.0,0.0,0.0,9.4,21,Thursday,1
12532,129,129,1.0,0.86,8.6,1.0,0.5,0.0,0.0,11.1,2.0,1.0,0.0,0.0,7.316666666666666,22,Thursday,1
12533,75,237,1.0,2.05,14.2,1.0,0.5,3.0,0.0,22.45,1.0,1.0,2.75,0.0,11.4,19,Thursday,1
12534,244,244,1.0,0.6,7.2,1.0,1.5,2.0,0.0,11.7,1.0,1.0,0.0,0.0,5.05,21,Thursday,1
12536,75,238,1.0,0.85,6.5,1.0,0.5,2.0,0.0,11.0,1.0,1.0,0.0,0.0,3.566666666666667,21,Thursday,1
12538,130,191,1.0,4.47,22.6,1.0,0.5,0.0,0.0,25.1,2.0,1.0,0.0,0.0,17.183333333333334,21,Thursday,1
12539,82,157,1.0,1.94,12.1,1.0,0.5,0.0,0.0,14.6,2.0,1.0,0.0,0.0,10.266666666666667,21,Thursday,1
12540,65,65,1.0,0.0,5.8,2.5,1.5,2.9,0.0,12.7,1.0,1.0,0.0,0.0,4.316666666666666,21,Thursday,1
12544,82,129,1.0,3.08,17.0,1.0,0.5,0.0,0.0,19.5,2.0,1.0,0.0,0.0,11.366666666666667,21,Thursday,1
12545,95,135,1.0,2.26,12.8,1.0,0.5,3.06,0.0,18.36,1.0,1.0,0.0,0.0,9.366666666666667,21,Thursday,1
12546,7,179,1.0,0.91,7.2,1.0,0.5,1.94,0.0,11.64,1.0,1.0,0.0,0.0,5.25,21,Thursday,1
12549,210,210,1.0,1.5,8.6,1.0,1.5,0.0,0.0,11.1,1.0,1.0,0.0,0.0,6.65,21,Thursday,1
12550,210,210,1.0,0.9,6.5,1.0,1.5,1.8,0.0,10.8,1.0,1.0,0.0,0.0,4.25,21,Thursday,1
12551,74,74,1.0,1.18,9.3,1.0,0.5,2.0,0.0,13.8,1.0,1.0,0.0,0.0,7.416666666666667,21,Thursday,1
12552,74,75,1.0,1.01,7.9,1.0,0.5,0.0,0.0,10.4,2.0,1.0,0.0,0.0,5.85,21,Thursday,1
12553,74,263,1.0,1.93,10.7,1.0,0.5,3.19,0.0,19.14,1.0,1.0,2.75,0.0,7.3,21,Thursday,1
12554,74,116,1.0,2.2,12.1,1.0,0.5,1.0,0.0,15.6,1.0,1.0,0.0,0.0,10.216666666666667,21,Thursday,1
12555,95,95,1.0,0.74,5.8,1.0,0.5,2.08,0.0,10.38,1.0,1.0,0.0,0.0,3.3666666666666667,21,Thursday,1
12558,95,95,1.0,0.0,3.0,1.0,0.5,0.0,0.0,5.5,2.0,1.0,0.0,0.0,0.2833333333333333,21,Thursday,1
12559,95,95,1.0,0.01,3.0,1.0,0.5,0.0,0.0,5.5,2.0,1.0,0.0,0.0,0.31666666666666665,21,Thursday,1
12560,75,238,1.0,1.65,10.0,1.0,0.5,3.81,0.0,19.06,1.0,1.0,2.75,0.0,8.05,21,Thursday,1
12561,65,25,1.0,1.27,10.0,1.0,0.5,2.5,0.0,15.0,1.0,1.0,0.0,0.0,9.6,21,Thursday,1
12562,97,97,1.0,0.67,8.6,1.0,0.5,2.22,0.0,13.32,1.0,1.0,0.0,0.0,8.183333333333334,21,Thursday,1
12563,18,220,1.0,2.44,15.6,1.0,0.5,4.52,0.0,22.62,1.0,1.0,0.0,0.0,13.85,21,Thursday,1
12564,97,66,1.0,0.76,7.9,1.0,0.5,2.08,0.0,12.48,1.0,1.0,0.0,0.0,7.316666666666666,21,Thursday,1
12567,97,17,1.0,1.85,13.5,1.0,0.5,0.32,0.0,16.32,1.0,1.0,0.0,0.0,12.783333333333333,20,Thursday,1
12569,129,83,1.0,1.87,14.9,1.0,0.5,0.0,0.0,17.4,2.0,1.0,0.0,0.0,15.8,21,Thursday,1
12570,7,238,1.0,5.56,27.5,1.0,0.5,0.08,0.0,33.58,1.0,1.0,2.75,0.75,24.683333333333334,21,Thursday,1
12571,74,43,1.0,1.4,8.6,1.0,0.5,0.0,0.0,11.1,2.0,1.0,0.0,0.0,5.216666666666667,21,Thursday,1
12572,75,24,1.0,1.37,10.0,1.0,0.5,2.5,0.0,15.0,1.0,1.0,0.0,0.0,8.15,21,Thursday,1
12574,75,262,1.0,1.79,10.0,1.0,0.5,2.0,0.0,17.25,1.0,1.0,2.75,0.0,7.383333333333334,21,Thursday,1
12576,66,66,1.0,0.01,3.7,1.0,0.5,0.0,0.0,6.2,3.0,1.0,0.0,0.0,1.5,21,Thursday,1
12578,74,263,1.0,2.29,12.8,1.0,0.5,3.61,0.0,21.66,1.0,1.0,2.75,0.0,10.283333333333333,21,Thursday,1
12579,65,97,1.0,1.18,9.3,1.0,0.5,5.0,0.0,16.8,1.0,1.0,0.0,0.0,6.766666666666667,21,Thursday,1
12580,74,238,1.0,3.15,19.8,1.0,0.5,6.26,0.0,31.31,1.0,1.0,2.75,0.0,18.4,21,Friday,1
12583,41,166,1.0,0.21,3.7,1.0,0.5,0.0,0.0,6.2,2.0,1.0,0.0,0.0,1.7,20,Thursday,1
12584,82,193,1.0,4.06,23.3,1.0,0.5,3.08,0.0,28.88,1.0,1.0,0.0,0.0,20.466666666666665,21,Thursday,1
12585,74,74,1.0,0.12,3.7,1.0,0.5,0.0,0.0,6.2,2.0,1.0,0.0,0.0,1.4166666666666667,21,Thursday,1
12587,134,134,1.0,1.17,7.9,1.0,0.5,2.08,0.0,12.48,1.0,1.0,0.0,0.0,5.55,21,Thursday,1
12588,75,48,1.0,3.57,20.5,1.0,0.5,3.18,0.0,29.68,1.0,1.0,2.75,0.75,18.1,21,Thursday,1
12589,95,95,1.0,3.31,17.0,1.0,0.5,0.0,0.0,19.5,2.0,1.0,0.0,0.0,12.033333333333333,21,Thursday,1
12590,74,166,1.0,1.86,12.1,1.0,0.5,2.92,0.0,17.52,1.0,1.0,0.0,0.0,9.983333333333333,21,Thursday,1
12591,95,102,1.0,1.79,12.1,1.0,0.5,2.92,0.0,17.52,1.0,1.0,0.0,0.0,9.666666666666666,21,Thursday,1
12592,33,195,1.0,1.9,11.4,1.0,1.5,3.45,0.0,17.35,1.0,1.0,0.0,0.0,9.633333333333333,21,Thursday,1
12594,65,264,1.0,0.0,7.9,1.0,1.5,0.0,0.0,10.4,2.0,1.0,0.0,0.0,0.0,21,Thursday,1
12595,95,95,1.0,0.77,7.2,1.0,0.5,1.94,0.0,11.64,1.0,1.0,0.0,0.0,5.033333333333333,21,Thursday,1
12596,43,107,1.0,5.31,24.0,1.0,0.5,6.0,0.0,36.0,1.0,1.0,2.75,0.75,15.383333333333333,22,Thursday,1
12597,83,95,1.0,3.01,17.0,1.0,0.5,0.0,0.0,19.5,1.0,1.0,0.0,0.0,14.316666666666666,22,Thursday,1
12599,236,238,1.0,1.06,7.9,1.0,0.5,2.08,0.0,12.48,1.0,1.0,0.0,0.0,5.8,20,Thursday,1
12601,92,92,1.0,0.0,3.7,1.0,0.5,0.0,0.0,6.2,2.0,1.0,0.0,0.0,1.5,22,Thursday,1
12603,83,196,1.0,2.12,13.5,1.0,0.5,0.0,0.0,16.0,2.0,1.0,0.0,0.0,12.266666666666667,22,Thursday,1
12604,196,93,1.0,2.81,13.5,1.0,0.5,3.2,0.0,19.2,1.0,1.0,0.0,0.0,7.15,22,Thursday,1
12605,166,74,1.0,1.89,12.1,1.0,0.5,0.0,0.0,14.6,2.0,1.0,0.0,0.0,11.333333333333334,23,Thursday,1
12607,130,28,1.0,2.1,12.1,1.0,0.5,2.92,0.0,17.52,1.0,1.0,0.0,0.0,10.266666666666667,22,Thursday,1
12608,75,74,1.0,1.36,7.2,1.0,0.5,0.0,0.0,9.7,2.0,1.0,0.0,0.0,3.8,22,Thursday,1
12610,169,247,1.0,1.15,8.6,1.0,0.5,0.0,0.0,11.1,2.0,1.0,0.0,0.0,6.5,22,Thursday,1
12611,7,7,1.0,0.49,5.8,1.0,0.5,2.49,0.0,10.79,1.0,1.0,0.0,0.0,3.6,22,Thursday,1
12612,7,179,1.0,1.16,10.0,1.0,0.5,2.5,0.0,15.0,1.0,1.0,0.0,0.0,9.233333333333333,22,Thursday,1
12614,83,160,1.0,2.67,14.9,1.0,0.5,3.48,0.0,20.88,1.0,1.0,0.0,0.0,12.65,22,Thursday,1
12615,145,146,1.0,0.51,7.2,1.0,0.5,0.0,0.0,9.7,1.0,1.0,0.0,0.0,6.8,22,Thursday,1
12616,75,116,1.0,2.98,16.3,1.0,0.5,0.0,0.0,18.8,2.0,1.0,0.0,0.0,13.683333333333334,22,Thursday,1
12617,41,166,1.0,1.35,9.3,1.0,0.5,2.36,0.0,14.16,1.0,1.0,0.0,0.0,7.833333333333333,21,Thursday,1
12618,129,260,1.0,1.09,9.3,1.0,0.5,3.54,0.0,15.34,1.0,1.0,0.0,0.0,6.9,22,Thursday,1
12619,75,74,1.0,1.43,8.6,1.0,0.5,2.22,0.0,13.32,1.0,1.0,0.0,0.0,5.6,22,Thursday,1
12621,95,258,1.0,2.75,17.0,1.0,0.5,0.0,0.0,19.5,2.0,1.0,0.0,0.0,13.916666666666666,22,Thursday,1
12623,95,95,1.0,0.8,7.2,1.0,0.5,0.0,0.0,9.7,2.0,1.0,0.0,0.0,4.633333333333334,22,Thursday,1
12624,95,196,1.0,1.1,7.9,1.0,0.5,2.08,0.0,12.48,1.0,1.0,0.0,0.0,6.183333333333334,22,Thursday,1
12625,75,262,1.0,1.48,10.7,1.0,0.5,3.19,0.0,19.14,1.0,1.0,2.75,0.0,9.7,22,Thursday,1
12628,95,28,1.0,1.45,10.7,1.0,0.5,0.66,0.0,13.86,1.0,1.0,0.0,0.0,8.9,22,Thursday,1
12629,95,95,1.0,0.31,6.5,1.0,0.5,1.8,0.0,10.8,1.0,1.0,0.0,0.0,5.05,22,Thursday,1
12630,75,237,1.0,1.88,12.1,1.0,0.5,2.6,0.0,19.95,1.0,1.0,2.75,0.0,9.966666666666667,22,Thursday,1
12631,75,75,1.0,0.82,7.9,1.0,0.5,0.0,0.0,10.4,1.0,1.0,0.0,0.0,6.866666666666666,22,Thursday,1
12632,130,130,1.0,1.94,12.1,1.0,0.5,2.92,0.0,17.52,1.0,1.0,0.0,0.0,10.2,22,Friday,1
12633,25,181,1.0,0.9,10.0,1.0,0.5,2.5,0.0,15.0,1.0,1.0,0.0,0.0,10.033333333333333,22,Thursday,1
12634,95,95,1.0,1.89,12.8,1.0,0.5,0.0,0.0,15.3,2.0,1.0,0.0,0.0,11.95,22,Thursday,1
12640,97,49,1.0,1.58,11.4,1.0,0.5,2.78,0.0,16.68,1.0,1.0,0.0,0.0,10.466666666666667,22,Thursday,1
12642,74,263,1.0,1.97,11.4,1.0,0.5,3.33,0.0,19.98,1.0,1.0,2.75,0.0,8.25,22,Thursday,1
12643,97,17,1.0,3.59,19.1,1.0,0.5,0.0,0.0,21.6,2.0,1.0,0.0,0.0,17.866666666666667,22,Thursday,1
12644,82,129,1.0,0.38,10.0,0.0,0.0,2.2,0.0,13.2,1.0,2.0,0.0,0.0,1.8166666666666667,22,Thursday,1
12645,75,238,1.0,1.09,9.3,1.0,0.5,1.18,0.0,12.98,1.0,1.0,0.0,0.0,7.616666666666666,22,Thursday,1
12646,129,129,1.0,0.0,3.0,1.0,0.5,0.0,0.0,5.5,2.0,1.0,0.0,0.0,0.21666666666666667,22,Thursday,1
12648,74,75,1.0,1.31,10.0,1.0,0.5,1.25,0.0,13.75,1.0,1.0,0.0,0.0,8.966666666666667,22,Thursday,1
